#element,sp_num,g,Level(eV),Uncertainty(eV)
Fe,2,8,12.8126137,0.0000005
Fe,2,6,12.8156139,0.0000005
Fe,2,8,12.8182037,0.0000005
Fe,2,4,12.8188939,0.0000005
Fe,2,6,12.8207506,0.0000005
Fe,2,4,12.8221898,0.0000005
Fe,2,2,12.8245941,0.0000005
Fe,2,2,12.8222325,0.0000005
Fe,2,12,12.8224715,0.0000005
Fe,2,14,12.8225962,0.0000005
Fe,2,12,12.844816,0.0000005
Fe,2,10,12.8660067,0.0000005
Fe,2,8,12.8846409,0.0000005
Fe,2,6,12.8996498,0.0000005
Fe,2,10,12.845869,0.0000005
Fe,2,8,12.8923104,0.0000005
Fe,2,14,12.8469422,0.0000005
Fe,2,12,12.8635679,0.0000005
Fe,2,10,12.878767,0.0000005
Fe,2,8,12.8926628,0.0000005
Fe,2,18,12.8503132,0.0000005
Fe,2,16,12.8579705,0.0000005
Fe,2,14,12.8735344,0.0000005
Fe,2,12,12.891106,0.0000005
Fe,2,4,12.850374,0.0000005
Fe,2,6,12.8523307,0.0000005
Fe,2,4,12.8532884,0.0000005
Fe,2,2,12.8542212,0.0000005
Fe,2,8,12.8542909,0.0000005
Fe,2,6,12.8569773,0.0000005
Fe,2,10,12.8547671,0.0000005
Fe,2,12,12.8560572,0.0000005
Fe,2,10,12.8550633,0.0000005
Fe,2,8,12.871364,0.0000005
Fe,2,6,12.8973225,0.0000005
Fe,2,4,13.2472961,0.0000005
Fe,2,10,12.8573818,0.0000005
Fe,2,8,12.8586008,0.0000005
Fe,2,6,12.8767266,0.0000005
Fe,2,4,12.8781204,0.0000005
Fe,2,10,12.8787396,0.0000005
Fe,2,8,12.8798182,0.0000005
Fe,2,16,12.8792764,0.0000005
Fe,2,14,12.902374,0.0000005
Fe,2,12,12.9159652,0.0000005
Fe,2,10,12.918222,0.0000005
Fe,2,12,12.8864963,0.0000005
Fe,2,10,12.8882321,0.0000005
Fe,2,8,12.9415873,0.0000005
Fe,2,6,12.9472309,0.0000005
Fe,2,4,12.9725199,0.0000005
Fe,2,2,12.890334,0.0000014
Fe,2,8,12.8906141,0.0000005
Fe,2,6,12.892869,0.0000005
Fe,2,8,12.8944571,0.0000005
Fe,2,6,12.909265,0.0000005
Fe,2,4,13.0013649,0.0000005
Fe,2,8,12.8972034,0.0000005
Fe,2,6,12.9001119,0.0000005
Fe,2,16,12.9092025,0.0000005
Fe,2,14,12.9334579,0.0000005
Fe,2,4,12.917837,0.0000005
Fe,2,6,12.9572238,0.0000005
Fe,2,8,13.045693,0.0000005
Fe,2,10,13.2318648,0.0000005
Fe,2,6,12.920346,0.0000005
Fe,2,8,12.9540682,0.0000005
Fe,2,14,12.9398343,0.0000005
Fe,2,12,12.9679155,0.0000005
Fe,2,10,13.0020396,0.0000005
Fe,2,8,13.0264775,0.0000005
Fe,2,6,13.0438578,0.0000005
Fe,2,4,13.0541176,0.0000005
Fe,2,10,12.9453973,0.0000005
Fe,2,4,12.9673497,0.0000005
Fe,2,8,12.9818165,0.0000005
Fe,2,2,12.9882304,0.0000005
Fe,2,6,12.9970358,0.0000005
Fe,2,4,12.9570132,0.0000005
Fe,2,10,13.068899,0.000004
Fe,2,14,12.971513,0.0000005
Fe,2,12,12.9892615,0.0000005
Fe,2,14,12.9760803,0.0000005
Fe,2,12,12.9956148,0.0000009
Fe,2,10,13.0106179,0.0000025
Fe,2,8,13.021879,0.0000005
Fe,2,2,12.9856663,0.0000005
Fe,2,4,13.0576934,0.0000005
Fe,2,6,12.985988,0.0000005
Fe,2,4,12.9985021,0.0000005
Fe,2,2,13.0290363,0.0000005
Fe,2,10,12.9944385,0.0000005
Fe,2,8,13.0335915,0.0000005
Fe,2,12,13.0014086,0.0000005
Fe,2,10,13.0445113,0.0000005
Fe,2,8,13.0740788,0.0000005
Fe,2,6,13.0965456,0.0000005
Fe,2,8,13.0026236,0.0000005
Fe,2,6,13.0341827,0.0000005
Fe,2,4,13.0468933,0.0000005
Fe,2,10,13.0079946,0.0000005
Fe,2,4,13.0825823,0.0000005
Fe,2,8,13.2374489,0.0000005
Fe,2,6,13.2497908,0.0000005
Fe,2,8,13.0175819,0.0000005
Fe,2,6,13.0653835,0.0000005
Fe,2,4,13.0754025,0.0000005
Fe,2,2,13.0775959,0.0000006
Fe,2,12,13.0262214,0.0000005
Fe,2,10,13.0375699,0.0000005
Fe,2,8,13.054422,0.0000005
Fe,2,6,13.0696934,0.0000005
Fe,2,6,13.0473836,0.0000005
Fe,2,6,13.0479501,0.0000005
Fe,2,14,13.0541566,0.0000005
Fe,2,12,13.0677952,0.0000005
Fe,2,10,13.0833683,0.0000005
Fe,2,8,13.0914511,0.0000005
Fe,2,12,13.1129762,0.0000005
Fe,2,10,13.1544172,0.0000005
Fe,2,8,13.1144927,0.0000005
Fe,2,6,13.1681849,0.0000005
Fe,2,10,13.1446413,0.0000005
Fe,2,12,13.1479926,0.0000005
Fe,2,2,13.1572589,0.0000025
Fe,2,4,13.191721,0.0000006
Fe,2,14,13.1650424,0.0000005
Fe,2,6,13.1769574,0.0000005
Fe,2,2,13.2013658,0.0000011
Fe,2,8,13.2015978,0.0000005
Fe,2,4,13.2020022,0.0000012
Fe,2,10,13.2197694,0.0000005
Fe,2,12,13.2228468,0.0000005
Fe,2,10,13.1871128,0.0000005
Fe,2,8,13.2177775,0.0000005
Fe,2,6,13.2432705,0.0000005
Fe,2,4,13.2717918,0.0000005
Fe,2,2,13.3014922,0.0000005
Fe,2,6,13.1925791,0.0000006
Fe,2,8,13.2459994,0.0000006
Fe,2,10,13.2935582,0.0000006
Fe,2,10,13.2044447,0.0000005
Fe,2,8,13.2068727,0.0000005
Fe,2,4,13.2207434,0.0000005
Fe,2,2,13.2212958,0.0000006
Fe,2,6,13.2235251,0.0000005
Fe,2,6,13.2157601,0.0000005
Fe,2,4,13.246681,0.0000012
Fe,2,6,13.2159291,0.0000005
Fe,2,12,13.2279185,0.0000005
Fe,2,10,13.2671379,0.0000007
Fe,2,10,13.2302308,0.0000005
Fe,2,8,13.2868609,0.0000005
Fe,2,4,13.3576014,0.0000005
Fe,2,6,13.2411006,0.0000005
Fe,2,4,13.2744861,0.0000005
Fe,2,2,13.288142,0.0000005
Fe,2,8,13.2494003,0.0000005
Fe,2,4,13.3281166,0.0000005
Fe,2,6,13.3475914,0.0000005
Fe,2,2,13.3593643,0.0000005
Fe,2,12,13.2530078,0.0000005
Fe,2,10,13.2933197,0.0000005
Fe,2,8,13.3320021,0.0000005
Fe,2,6,13.3372628,0.0000005
Fe,2,4,13.3413354,0.0000005
Fe,2,2,13.3559746,0.0000005
Fe,2,8,13.2539571,0.0000005
Fe,2,10,13.2569411,0.0000005
Fe,2,6,13.2685325,0.0000005
Fe,2,8,13.2710671,0.0000005
Fe,2,2,13.3226665,0.0000005
Fe,2,6,13.2866266,0.0000005
Fe,2,4,13.3837539,0.0000005
Fe,2,2,13.4010394,0.0000005
Fe,2,8,13.2907474,0.0000005
Fe,2,6,13.3314241,0.0000005
Fe,2,4,13.3688367,0.0000005
Fe,2,6,13.3032894,0.0000005
Fe,2,8,13.3233147,0.0000005
Fe,2,10,13.3498919,0.0000005
Fe,2,12,13.3556868,0.0000005
Fe,2,6,13.3123923,0.0000005
Fe,2,6,13.3168722,0.0000005
Fe,2,4,13.3197144,0.0000006
Fe,2,6,13.3566857,0.0000005
Fe,2,8,13.3762669,0.0000005
Fe,2,10,13.3861576,0.0000005
Fe,2,6,13.4064786,0.0000005
Fe,2,4,13.4140853,0.0000005
Fe,2,4,13.4034281,0.0000006
Fe,2,14,13.406842,0.0000005
Fe,2,12,13.4383911,0.0000005
Fe,2,10,13.4619063,0.0000005
Fe,2,8,13.4782508,0.0000006
Fe,2,12,13.4128045,0.0000005
Fe,2,10,13.4388341,0.0000005
Fe,2,8,13.4569502,0.0000005
Fe,2,6,13.4664169,0.0000005
Fe,2,10,13.4172719,0.0000005
Fe,2,8,13.454597,0.0000005
Fe,2,6,13.4571796,0.0000005
Fe,2,4,13.4868634,0.0000005
Fe,2,8,13.4199721,0.0000005
Fe,2,2,13.4886264,0.0000005
Fe,2,4,13.5147266,0.0000005
Fe,2,16,13.432175,0.0000005
Fe,2,14,13.4478119,0.0000005
Fe,2,12,13.4863948,0.0000005
Fe,2,10,13.5054786,0.0000006
Fe,2,8,13.4355903,0.0000005
Fe,2,6,13.4699471,0.0000005
Fe,2,4,13.4968562,0.0000005
Fe,2,2,13.5052424,0.0000007
Fe,2,4,13.4364452,0.0000005
Fe,2,12,13.4502865,0.0000005
Fe,2,10,13.4610958,0.0000005
Fe,2,8,13.6352538,0.0000005
Fe,2,6,13.640359,0.0000005
Fe,2,6,13.4683012,0.0000005
Fe,2,8,13.4685339,0.0000005
Fe,2,12,13.4684564,0.0000006
Fe,2,14,13.4707235,0.0000005
Fe,2,4,13.4724082,0.0000006
Fe,2,2,13.4730259,0.0000007
Fe,2,6,13.4786216,0.0000006
Fe,2,8,13.4900649,0.0000006
Fe,2,14,13.480698,0.0000005
Fe,2,10,13.4980302,0.0000005
Fe,2,12,13.8361244,0.0000005
Fe,2,8,13.8534803,0.0000005
Fe,2,6,13.490414,0.0000005
Fe,2,4,13.5708617,0.0000005
Fe,2,2,13.5798687,0.0000005
Fe,2,12,13.4906971,0.0000005
Fe,2,14,13.8429666,0.0000005
Fe,2,8,13.5027013,0.0000005
Fe,2,6,13.5059231,0.0000005
Fe,2,14,13.5204286,0.0000005
Fe,2,12,13.5626165,0.0000006
Fe,2,14,13.532827,0.0000005
Fe,2,12,13.5479929,0.0000005
Fe,2,4,13.5700574,0.0000015
Fe,2,6,13.5707684,0.0000017
Fe,2,8,13.5717654,0.0000015
Fe,2,10,13.5730536,0.0000016
Fe,2,12,13.5746023,0.000001
Fe,2,8,13.582479,0.0000005
Fe,2,6,13.7010694,0.0000005
Fe,2,8,13.5851518,0.0000005
Fe,2,12,13.6127714,0.0000005
Fe,2,14,13.681458,0.0000005
Fe,2,16,13.587632,0.0000005
Fe,2,14,13.5911111,0.0000005
Fe,2,12,13.6087832,0.0000005
Fe,2,10,13.6273745,0.0000005
Fe,2,4,13.5888631,0.0000006
Fe,2,6,13.5951452,0.0000006
Fe,2,10,13.5917945,0.0000005
Fe,2,8,13.6260522,0.0000005
Fe,2,12,13.5989964,0.0000005
Fe,2,10,13.6392921,0.0000005
Fe,2,10,13.6149454,0.0000005
Fe,2,8,13.6590048,0.0000005
Fe,2,6,13.6913649,0.0000005
Fe,2,4,13.7138361,0.0000006
Fe,2,10,13.6196626,0.0000005
Fe,2,14,13.6287933,0.0000005
Fe,2,12,13.6688867,0.0000005
Fe,2,12,13.6358609,0.0000005
Fe,2,10,13.6463166,0.0000005
Fe,2,8,13.6895752,0.0000005
Fe,2,6,13.6464158,0.0000005
Fe,2,4,13.6954523,0.0000006
Fe,2,8,13.6562198,0.0000005
Fe,2,10,13.6589094,0.0000005
Fe,2,4,13.6887084,0.0000005
Fe,2,6,13.708754,0.0000005
Fe,2,6,13.6743089,0.0000005
Fe,2,8,13.6964229,0.0000005
Fe,2,4,13.7183314,0.0000005
Fe,2,8,13.7089715,0.0000006
Fe,2,6,13.7141191,0.0000006
Fe,2,10,13.7201769,0.0000006
Fe,2,12,13.7211983,0.0000005
Fe,2,10,13.7553024,0.0000005
Fe,2,10,13.8172472,0.0000005
Fe,2,8,13.8545352,0.0000005
Fe,2,8,13.8342047,0.0000005
Fe,2,6,13.8655327,0.0000005
Fe,2,10,13.8421908,0.0000005
Fe,2,12,13.9068582,0.0000006
Fe,2,12,13.8721967,0.0000005
Fe,2,10,13.8787827,0.0000005
Fe,2,8,13.8952637,0.0000005
Fe,2,6,13.8999028,0.0000005
Fe,2,10,13.8933642,0.0000005
Fe,2,12,13.9288936,0.0000006
Fe,2,8,13.914925,0.0000005
Fe,2,10,13.935475,0.0000005
Fe,2,8,13.9615627,0.0000005
Fe,2,6,14.0086205,0.0000005
Fe,2,4,14.0387743,0.0000005
Fe,2,2,14.0561025,0.0000006
Fe,2,8,13.9948548,0.0000005
Fe,2,6,14.0395114,0.0000005
Fe,2,4,14.0698885,0.0000006
Fe,2,2,14.0877969,0.0000006
Fe,2,12,13.9951894,0.0000006
Fe,2,10,14.002771,0.0000005
Fe,2,6,13.9956459,0.0000006
Fe,2,4,14.0012604,0.0000006
Fe,2,8,14.0060955,0.0000006
Fe,2,14,13.9966424,0.0000006
Fe,2,12,14.0094825,0.0000005
Fe,2,10,13.9967077,0.0000006
Fe,2,8,13.9993067,0.0000006
Fe,2,6,14.0020687,0.0000005
Fe,2,16,14.0074326,0.0000006
Fe,2,14,14.0115268,0.0000006
Fe,2,14,14.0152467,0.0000006
Fe,2,12,14.0152591,0.0000006
Fe,2,12,14.0157289,0.0000006
Fe,2,10,14.0157388,0.0000006
Fe,2,16,14.0165948,0.0000006
Fe,2,14,14.016612,0.0000006
Fe,2,10,14.0172473,0.0000006
Fe,2,8,14.0172626,0.0000006
Fe,2,8,14.0192637,0.0000006
Fe,2,6,14.019287,0.0000006
Fe,2,6,14.0212996,0.0000006
Fe,2,4,14.0213177,0.0000006
Fe,2,16,14.0213652,0.0000006
Fe,2,18,14.021379,0.0000006
Fe,2,4,14.0229717,0.0000006
Fe,2,2,14.0229859,0.0000006
Fe,2,2,14.023917,0.0000006
Fe,2,8,14.0520023,0.0000006
Fe,2,10,14.0530687,0.0000006
Fe,2,6,14.0529375,0.0000006
Fe,2,8,14.0566004,0.0000006
Fe,2,12,14.0541832,0.0000006
Fe,2,10,14.0581539,0.0000006
Fe,2,4,14.0552242,0.0000006
Fe,2,6,14.0569986,0.0000006
Fe,2,14,14.0583447,0.0000006
Fe,2,12,14.061992,0.0000006
Fe,2,12,14.0713476,0.0000006
Fe,2,10,14.0713631,0.0000006
Fe,2,14,14.0716616,0.0000006
Fe,2,12,14.0716656,0.0000006
Fe,2,10,14.0716915,0.0000006
Fe,2,8,14.0717141,0.0000006
Fe,2,8,14.0723585,0.0000006
Fe,2,6,14.072383,0.0000006
Fe,2,6,14.0731127,0.0000006
Fe,2,4,14.0731624,0.0000006
Fe,2,14,14.0733423,0.0000006
Fe,2,16,14.0733431,0.0000006
Fe,2,4,14.0737413,0.0000006
Fe,2,2,14.0737807,0.0000006
Fe,2,12,14.0756894,0.0000006
Fe,2,10,14.0792796,0.0000006
Fe,2,8,14.1036831,0.0000006
Fe,2,6,14.172274,0.0000006
Fe,2,4,14.0891838,0.0000006
Fe,2,6,14.0938409,0.0000006
Fe,2,12,14.0943138,0.0000006
Fe,2,8,14.0945335,0.0000006
Fe,2,10,14.0960624,0.0000006
Fe,2,4,14.094852,0.0000006
Fe,2,8,14.099066,0.0000006
Fe,2,14,14.1007091,0.0000006
Fe,2,12,14.1177387,0.0000006
Fe,2,10,14.1701853,0.0000006
Fe,2,6,14.1051952,0.0000006
Fe,2,6,14.1088197,0.0000006
Fe,2,4,14.1088199,0.0000006
Fe,2,14,14.1095483,0.0000006
Fe,2,12,14.1095509,0.0000006
Fe,2,8,14.109609,0.0000006
Fe,2,6,14.1096247,0.0000006
Fe,2,10,14.1102948,0.0000006
Fe,2,8,14.1103288,0.0000006
Fe,2,12,14.1105768,0.0000006
Fe,2,10,14.110583,0.0000006
Fe,2,4,14.1122413,0.0000006
Fe,2,4,14.1166218,0.0000006
Fe,2,8,14.1182225,0.0000006
Fe,2,10,14.1184226,0.0000006
Fe,2,6,14.1260791,0.0000006
Fe,2,10,14.1288093,0.0000006
Fe,2,8,14.1556755,0.0000006
Fe,2,8,14.132075,0.0000006
Fe,2,6,14.1320779,0.0000006
Fe,2,8,14.1325995,0.0000006
Fe,2,12,14.1331316,0.0000006
Fe,2,10,14.1331327,0.0000006
Fe,2,8,14.1354271,0.0000006
Fe,2,10,14.1368149,0.0000006
Fe,2,8,14.1368748,0.0000006
Fe,2,6,14.1458834,0.0000006
Fe,2,10,14.1459384,0.0000006
Fe,2,8,14.1459608,0.0000006
Fe,2,12,14.1468316,0.0000006
Fe,2,14,14.1471506,0.0000006
Fe,2,8,14.2043157,0.0000006
Fe,2,12,14.1537529,0.0000006
Fe,2,10,14.1940165,0.0000006
Fe,2,8,14.2143044,0.0000006
Fe,2,6,14.2342003,0.0000006
Fe,2,10,14.1540577,0.0000006
Fe,2,8,14.16053,0.0000006
Fe,2,6,14.1642664,0.0000006
Fe,2,8,14.1755723,0.0000006
Fe,2,6,14.1779495,0.0000006
Fe,2,4,14.1830292,0.0000006
Fe,2,8,14.1832304,0.0000006
Fe,2,4,14.1836894,0.0000006
Fe,2,8,14.1873147,0.0000006
Fe,2,4,14.1918354,0.0000006
Fe,2,6,14.1925708,0.0000006
Fe,2,6,14.1931935,0.0000006
Fe,2,12,14.1981066,0.0000006
Fe,2,10,14.2297153,0.0000006
Fe,2,6,14.2066561,0.0000006
Fe,2,4,14.2081505,0.0000006
Fe,2,2,14.2177335,0.0000006
Fe,2,12,14.2421732,0.0000006
Fe,2,10,14.2430563,0.0000006
Fe,2,8,14.2557134,0.0000006
Fe,2,4,14.2594058,0.0000006
Fe,2,6,14.2641201,0.0000006
Fe,2,10,14.2619847,0.0000006
Fe,2,6,14.3037135,0.0000006
Fe,2,4,14.325861,0.0000006
Fe,2,2,14.4234787,0.000001
Fe,2,10,14.4236948,0.0000006
Fe,2,4,14.4237924,0.0000007
Fe,2,6,14.4241541,0.0000006
Fe,2,8,14.4246036,0.0000007
Fe,2,6,14.6422335,0.0000006
Fe,2,4,14.6645221,0.0000006
Fe,2,14,14.6857167,0.0000006
Fe,2,16,14.6857179,0.0000006
Fe,2,12,14.6857403,0.0000006
Fe,2,14,14.685741,0.0000006
Fe,2,12,14.6861256,0.0000006
Fe,2,10,14.6861256,0.0000006
Fe,2,16,14.6862614,0.0000006
Fe,2,18,14.6862633,0.0000006
Fe,2,10,14.6867116,0.0000006
Fe,2,8,14.6867118,0.0000006
Fe,2,8,14.6873616,0.0000006
Fe,2,6,14.6873623,0.0000006
Fe,2,18,14.6876767,0.0000006
Fe,2,20,14.6876795,0.0000006
Fe,2,4,14.6879642,0.0000006
Fe,2,6,14.6879652,0.0000006
Fe,2,2,14.6884234,0.0000007
Fe,2,4,14.6884246,0.0000006
Fe,2,12,14.7404256,0.0000006
Fe,2,14,14.740427,0.0000006
Fe,2,10,14.7405065,0.0000006
Fe,2,12,14.7405071,0.0000006
Fe,2,14,14.7405552,0.0000006
Fe,2,16,14.740557,0.0000006
Fe,2,8,14.7407048,0.0000006
Fe,2,10,14.7407056,0.0000006
Fe,2,6,14.7409442,0.0000006
Fe,2,8,14.7409444,0.0000006
Fe,2,18,14.7409971,0.0000025
Fe,2,16,14.7409971,0.0000025
Fe,2,6,14.7411656,0.0000006
Fe,2,4,14.741167,0.0000006
Fe,2,8,14.7778909,0.0000006
Fe,2,6,14.7778917,0.0000006
Fe,2,16,14.7780523,0.0000025
Fe,2,14,14.7780548,0.0000025
Fe,2,8,14.7782362,0.0000006
Fe,2,10,14.7782369,0.0000006
Fe,2,10,14.7784754,0.0000006
Fe,2,12,14.7784757,0.0000006
Fe,2,12,14.7784769,0.0000006
Fe,2,14,14.7784779,0.0000006
Fe,2,8,14.8011557,0.0000009
Fe,2,10,14.8011648,0.0000006
Fe,2,14,14.801918,0.0000025
Fe,2,12,14.8019192,0.0000025
Fe,2,10,14.8032017,0.0000006
Fe,2,12,14.8032036,0.0000006
Fe,2,10,14.81402,0.0000006
Fe,2,12,14.8140221,0.0000006
Fe,2,14,15.1092073,0.0000006
Fe,2,10,15.1467502,0.0000006
Fe,2,8,15.1629778,0.0000006
Fe,2,12,15.1651318,0.0000006
Fe,2,10,15.1971567,0.0000006
Fe,2,10,15.1700991,0.0000006
Fe,2,8,15.170162,0.0000006
Fe,2,16,15.2390124,0.0000006
Fe,2,18,15.251036,0.0000006
Fe,2,8,15.243418,0.0000006
Fe,2,18,15.2441967,0.0000006
Fe,2,20,15.244371,0.0000006
Fe,2,10,15.2485928,0.0000007
Fe,2,14,15.248895,0.0000007
Fe,2,16,15.2523418,0.0000006
Fe,2,12,15.2503423,0.0000006
Fe,2,10,15.253324,0.0000006
Fe,2,14,15.2519656,0.0000006
Fe,2,12,15.2547037,0.0000009
Fe,2,14,15.270973,0.0000007
Fe,2,16,15.2796199,0.0000006
Fe,2,16,15.2739979,0.0000006
Fe,2,18,15.2772402,0.0000006
Fe,2,14,15.2810098,0.0000007
Fe,2,12,15.2812358,0.0000009
Fe,2,12,15.2835763,0.0000007
Fe,2,14,15.2941354,0.0000006
Fe,2,12,15.3047457,0.0000006
Fe,2,16,15.2991859,0.0000006
Fe,2,14,15.301477,0.0000006
Fe,2,12,15.303014,0.0000009
Fe,2,10,15.3040466,0.0000007
Fe,2,6,15.3033949,0.0000007
Fe,2,8,15.30402,0.0000006
Fe,2,10,15.3071775,0.000001
Fe,2,10,15.3281124,0.0000006
Fe,2,14,15.3999198,0.0000006
Fe,2,16,15.4108934,0.000002
Fe,2,14,15.423652,0.0000007
Fe,2,16,15.4263027,0.0000006
Fe,2,14,15.4281503,0.0000007
Fe,2,16,15.4462457,0.000001
Fe,2,14,15.4560319,0.0000007
Fe,2,12,15.8058464,0.0000009
Fe,2,16,15.8060861,0.0000007
Fe,2,14,15.8098713,0.0000006
Fe,2,16,15.810978,0.0000006
Fe,2,12,15.8537609,0.000001
Fe,2,14,15.8544846,0.0000009
Fe,2,16,15.8567123,0.0000006
Fe,2,14,15.8569894,0.0000006
Fe,2,10,15.8768834,0.0000009
Fe,2,12,15.8788027,0.0000007
Fe,2,14,15.883641,0.0000007
Fe,2,16,15.9694815,0.0000021
Fe,2,,16.19921,0.00005
Sn,1,1,0,0.0000012
Sn,1,3,0.2097572,0.0000006
Sn,1,5,0.4249773,0.0000005
Sn,1,5,1.0678703,0.0000004
Sn,1,1,2.1278787,0.0000005
Sn,1,1,4.2949066,0.0000004
Sn,1,3,4.32881927,0.00000025
Sn,1,5,4.78937023,0.00000025
Sn,1,3,4.86725425,0.00000025
Sn,1,5,4.9129366,0.0000005
Sn,1,3,5.24976571,0.00000025
Sn,1,5,5.38465048,0.00000025
Sn,1,7,5.8281041,0.0000006
Sn,1,3,5.37702532,0.00000025
Sn,1,1,5.4303944,0.0000005
Sn,1,5,5.856421,0.0000004
Sn,1,5,5.41596913,0.00000025
Sn,1,7,5.5267204,0.0000004
Sn,1,9,5.964541,0.000014
Sn,1,5,5.47320408,0.00000025
Sn,1,3,5.5183726,0.0000004
Sn,1,7,5.8877239,0.0000004
Sn,1,3,5.7780997,0.0000004
Sn,1,5,5.8453198,0.0000005
Sn,1,3,5.9271688,0.0000004
Sn,1,5,5.9747726,0.0000004
Sn,1,1,5.9780663,0.0000019
Sn,1,3,5.9787857,0.0000006
Sn,1,5,6.4987405,0.0000014
Sn,1,5,6.0342377,0.0000009
Sn,1,3,6.0729858,0.0000007
Sn,1,1,6.135622,0.000003
Sn,1,1,6.1255834,0.0000004
Sn,1,7,6.1860457,0.0000011
Sn,1,3,6.2148283,0.0000006
Sn,1,3,6.2929683,0.0000005
Sn,1,5,6.3443946,0.0000004
Sn,1,7,6.8365472,0.0000005
Sn,1,5,6.3245501,0.0000009
Sn,1,3,6.3820517,0.0000009
Sn,1,7,7.089628,0.000006
Sn,1,3,6.3372116,0.0000005
Sn,1,1,6.3697294,0.0000006
Sn,1,5,6.8423347,0.0000005
Sn,1,5,6.3430961,0.0000005
Sn,1,7,6.4167614,0.0000006
Sn,1,9,6.8742557,0.0000011
Sn,1,7,6.4780283,0.0000005
Sn,1,11,7.010197,0.000014
Sn,1,9,7.0112627,0.0000004
Sn,1,9,6.478705,0.000016
Sn,1,7,6.4798592,0.0000005
Sn,1,9,6.9927745,0.0000006
Sn,1,5,7.0036599,0.0000004
Sn,1,5,6.4800804,0.0000005
Sn,1,3,6.5348143,0.0000007
Sn,1,1,6.5612149,0.0000005
Sn,1,3,6.5737602,0.0000004
Sn,1,5,7.0857189,0.0000005
Sn,1,3,6.6446571,0.0000005
Sn,1,5,6.6494965,0.0000004
Sn,1,7,6.6736484,0.0000006
Sn,1,3,6.7039265,0.0000007
Sn,1,5,6.7241984,0.0000009
Sn,1,5,6.7213996,0.0000006
Sn,1,7,6.7762113,0.0000005
Sn,1,9,7.2557917,0.0000007
Sn,1,3,6.723121,0.0000006
Sn,1,1,6.730873,0.0000011
Sn,1,5,6.7835859,0.0000005
Sn,1,7,6.7897295,0.0000004
Sn,1,5,6.7906379,0.0000005
Sn,1,9,6.7908499,0.0000007
Sn,1,7,6.7903332,0.0000004
Sn,1,7,6.7980779,0.0000015
Sn,1,3,6.8179445,0.0000005
Sn,1,3,6.8282058,0.0000005
Sn,1,1,6.8354386,0.0000006
Sn,1,3,6.8385631,0.0000005
Sn,1,5,7.3615,0.0003
Sn,1,5,6.8558615,0.0000005
Sn,1,1,6.896237,0.000009
Sn,1,3,6.9044788,0.0000006
Sn,1,3,6.8654805,0.0000005
Sn,1,5,6.8812436,0.0000005
Sn,1,7,6.9110237,0.0000007
Sn,1,3,6.9123605,0.0000007
Sn,1,5,6.9292719,0.0000006
Sn,1,5,6.9189831,0.0000006
Sn,1,1,7.4407,0.0012
Sn,1,3,7.4454,0.0003
Sn,1,5,6.9250907,0.0000006
Sn,1,3,6.9253528,0.0000009
Sn,1,1,6.9560599,0.0000007
Sn,1,7,6.9595862,0.0000009
Sn,1,7,6.9598345,0.0000009
Sn,1,5,6.959926,0.0000012
Sn,1,9,6.9599967,0.000001
Sn,1,3,6.9731662,0.0000006
Sn,1,7,7.4951,0.0003
Sn,1,7,6.980063,0.0000007
Sn,1,1,6.9876132,0.0000011
Sn,1,3,6.991483,0.000001
Sn,1,5,7.5133,0.0003
Sn,1,7,6.9921987,0.0000004
Sn,1,7,7.0034167,0.0000004
Sn,1,3,7.0213174,0.0000007
Sn,1,5,7.0215719,0.0000005
Sn,1,5,7.0108275,0.0000009
Sn,1,3,7.024843,0.0000006
Sn,1,5,7.0398233,0.0000014
Sn,1,7,7.047098,0.000006
Sn,1,7,7.0625947,0.0000014
Sn,1,9,7.0628728,0.0000007
Sn,1,7,7.0633457,0.0000012
Sn,1,5,7.0634433,0.0000025
Sn,1,3,7.078795,0.000006
Sn,1,7,7.5937,0.0003
Sn,1,1,7.079987,0.000006
Sn,1,3,7.080361,0.000006
Sn,1,5,7.6066,0.0003
Sn,1,5,7.080084,0.000006
Sn,1,3,7.1022678,0.0000006
Sn,1,5,7.113538,0.000003
Sn,1,9,7.128939,0.000004
Sn,1,7,7.129038,0.000005
Sn,1,5,7.129135,0.000007
Sn,1,7,7.131301,0.000005
Sn,1,5,7.13322,0.000006
Sn,1,3,7.136833,0.000006
Sn,1,5,7.6374,0.0003
Sn,1,7,7.6584,0.0003
Sn,1,5,7.163242,0.000006
Sn,1,7,7.172135,0.000006
Sn,1,7,7.6969,0.0012
Sn,1,5,7.173323,0.000006
Sn,1,3,7.178462,0.000006
Sn,1,5,7.6881,0.0003
Sn,1,7,7.7026,0.0003
Sn,1,3,7.183062,0.000006
Sn,1,5,7.198267,0.000006
Sn,1,5,7.203567,0.000006
Sn,1,7,7.203592,0.000006
Sn,1,3,7.208852,0.000006
Sn,1,7,7.734504,0.000006
Sn,1,3,7.231254,0.000006
Sn,1,5,7.239509,0.000006
Sn,1,1,7.248809,0.000006
Sn,1,3,7.255995,0.000006
Sn,1,3,7.264785,0.000006
Sn,1,3,7.266451,0.000006
Sn,1,3,7.275282,0.000006
Sn,1,3,7.276639,0.000006
Sn,1,3,7.283929,0.000006
Sn,1,3,7.285111,0.000006
Sn,1,7,7.297979,0.000006
Sn,1,3,7.310541,0.000006
Sn,1,3,7.312941,0.000006
Sn,1,11,7.320002,0.000016
