#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Fe,2,238.050403,145000000,7.8686738,13.0754025,4,4,
Fe,2,238.065528,1400000,7.4889348,12.6953327,6,8,
Fe,2,238.067277,30000000,5.24885175,10.4552114,6,6,
Fe,2,238.076128,31000000,0.08278213,5.28894824,6,8,
Fe,2,238.087506,189000000,8.255989,13.4619063,10,10,
Fe,2,238.090489,56000000,8.2297382,13.4355903,8,8,
Fe,2,238.101067,2100000,3.42449356,8.6301144,6,8,
Fe,2,238.110101,3500000,5.26187092,10.4672943,2,4,
Fe,2,238.114088,9000000,6.22249688,11.4278331,8,10,
Fe,2,238.157464,3000000,8.2340029,13.4383911,14,12,
Fe,1,238.183431,4340000,0.11011433,5.31393522,3,5,
Fe,2,238.192126,14000000,8.2663161,13.4699471,8,6,
Fe,2,238.19581,71000000,5.5107139,10.7142644,8,8,
Fe,2,238.203729,313000000,0,5.20337749,10,12,
Fe,2,238.216421,150000000,7.8448498,13.0479501,6,6,
Fe,2,238.220571,9000000,7.7173363,12.920346,4,6,
Fe,2,238.235836,3200000,0.38651921,5.5891955,4,6,
Fe,2,238.242361,34000000,7.8448498,13.0473836,6,6,
Fe,2,238.249227,129000000,7.7691291,12.971513,12,14,
Fe,2,238.257245,80000000,7.8803734,13.0825823,2,4,
Fe,2,238.264821,38000000,7.8448498,13.0468933,6,4,
Fe,2,238.289693,16000000,2.52186911,7.7233696,12,14,
Fe,2,238.306018,9400000,0.04770753,5.24885175,8,6,
Fe,2,238.311729,93000000,7.8686738,13.0696934,4,6,
Fe,2,238.314405,43000000,8.255989,13.4569502,10,8,
Fe,2,238.319814,154000000,7.8448498,13.045693,6,8,
Fe,2,238.321859,22000000,6.0877427,11.2885412,2,4,
Fe,2,238.324494,35900000,0.35186476,5.55260578,6,6,
Fe,2,238.335508,5000000,7.7173363,12.917837,4,4,
Fe,2,238.353841,27000000,8.2663161,13.4664169,8,6,
Fe,2,238.378015,8000000,7.549101,12.7486745,12,10,
Fe,2,238.403945,2300000,7.8448498,13.0438578,6,6,
Fe,2,238.410072,700000,5.24885175,10.4477261,6,8,
Fe,2,238.431593,41000000,8.240429,13.4388341,12,10,
Fe,2,238.438765,32000000,0.38651921,5.58476799,4,4,
Fe,2,238.44228,600000000,8.2340029,13.432175,14,16,
Fe,2,238.451915,181000000,8.240429,13.4383911,12,12,
Fe,2,238.45712,8000000,7.8041909,13.0020396,8,10,
Fe,2,238.46427,38000000,7.9704921,13.1681849,8,6,
Fe,2,238.472292,8000000,7.6951447,12.8926628,8,8,
Fe,2,238.485855,210000000,7.8803734,13.0775959,2,2,
Fe,2,238.500586,3600000,0.35186476,5.54876624,6,8,
Fe,2,238.509385,99000000,7.8686738,13.0653835,4,6,
Fe,2,238.538053,3200000,7.574617,12.7707022,6,6,
Fe,2,238.560784,25000000,8.2663161,13.4619063,8,10,
Fe,2,238.586538,45000000,8.4310228,13.6260522,10,8,
Fe,2,238.586555,1300000,7.8803734,13.0754025,2,4,
Fe,2,238.600325,50000000,7.7025932,12.8973225,4,6,
Fe,2,238.6374,135000000,5.48413599,10.6780583,10,10,
Fe,2,238.646357,40000000,8.0381375,13.2318648,10,10,
Fe,2,238.686918,18000000,7.8041909,12.9970358,8,6,
Fe,2,238.708383,60000000,7.7725538,12.9649317,6,6,
Fe,2,238.736719,240000000,5.40831276,10.6000744,4,6,
Fe,2,238.741456,8000000,8.3709578,13.5626165,12,12,
Fe,2,238.743475,18000000,3.76769941,8.9593142,10,12,
Fe,2,238.748207,5300000,7.7058106,12.8973225,6,6,
Fe,2,238.761465,13000000,7.7269984,12.918222,8,10,
Fe,2,238.764205,11000000,5.28894824,10.4801123,8,10,
Fe,2,238.771896,1800000,7.5576776,12.7486745,8,10,
Fe,2,238.784815,4600000,7.8063198,12.9970358,4,6,
Fe,2,238.822624,21000000,2.58265947,7.7725538,6,6,
Fe,2,238.824699,181000000,8.307007,13.4968562,6,4,
Fe,2,238.834205,100000000,8.2137854,13.4034281,2,4,
Fe,2,238.838783,20200000,2.57958587,7.7691291,10,12,
Fe,2,238.862859,105000000,0.04770753,5.23672772,8,8,
Fe,2,238.862883,51000000,7.8686738,13.0576934,4,4,
Fe,2,238.875681,4300000,7.8448498,13.0335915,6,8,
Fe,2,238.898807,17000000,5.54876624,10.7370057,8,6,
Fe,2,238.941373,900000,7.6973256,12.8846409,10,8,
Fe,2,238.943869,22000000,5.57055201,10.7578131,6,6,
Fe,2,238.962707,700000,7.7058106,12.8926628,6,8,
Fe,2,238.986588,2200000,3.24468891,8.4310228,12,10,
Fe,1,238.997273,4470000,0.08728574,5.2733878,5,7,
Fe,2,239.009679,550000000,7.7233696,12.9092025,14,16,
Fe,2,239.030828,13000000,3.88869686,9.074071,4,2,
Fe,2,239.043412,1700000,3.8891925,9.0742936,2,4,
Fe,2,239.053679,7000000,3.8891925,9.074071,2,2,
Fe,2,239.06329,9000000,7.7725538,12.9572238,6,6,
Fe,2,239.075748,117000000,5.55260578,10.7370057,6,6,
Fe,2,239.077207,42000000,8.0725728,13.2569411,8,10,
Fe,2,239.097644,6200000,7.9704921,13.1544172,8,10,
Fe,2,239.147828,3770000,0.30129858,5.48413599,8,10,
Fe,2,239.153806,23000000,7.789812,12.9725199,2,4,
Fe,2,239.155081,12000000,3.89161339,9.0742936,6,4,
Fe,2,239.167917,28000000,8.255989,13.4383911,10,12,
Fe,2,239.172008,26000000,7.7173363,12.8996498,4,6,
Fe,2,239.174171,5000000,7.7269984,12.909265,8,6,
Fe,2,239.195845,53000000,7.8041909,12.985988,8,6,
Fe,2,239.208896,222000000,7.7725538,12.9540682,6,8,
Fe,2,239.212267,24000000,7.6973256,12.878767,10,10,
Fe,2,239.214906,66000000,8.0725728,13.2539571,8,8,
Fe,2,239.244609,9000000,7.7269984,12.9077394,8,8,
Fe,2,239.257923,240000000,7.9877322,13.1681849,6,6,
Fe,2,239.294161,15000000,7.8063198,12.985988,4,6,
Fe,2,239.309027,3400000,7.8063198,12.9856663,4,2,
Fe,2,239.312269,900000,7.8686738,13.0479501,4,6,
Fe,2,239.32484,5400000,7.7233696,12.902374,14,14,
Fe,2,239.334209,50000000,8.2340029,13.4128045,14,12,
Fe,2,239.400158,9400000,5.20337749,10.3807526,12,10,
Fe,2,239.402705,59000000,7.8803734,13.0576934,2,4,
Fe,2,239.407424,6600000,8.0725728,13.2497908,8,6,
Fe,2,239.417239,1200000,3.89161339,9.0686191,6,8,
Fe,2,239.462796,10000000,7.5428961,12.718917,14,12,
Fe,2,239.483283,240000000,7.789812,12.9653902,2,4,
Fe,2,239.488912,9000000,2.52186911,7.6973256,12,10,
Fe,2,239.501524,1600000,7.8686738,13.0438578,4,6,
Fe,2,239.513816,31000000,6.0877427,11.2626611,2,2,
Fe,2,239.536234,13000000,7.9400585,13.1144927,8,8,
Fe,2,239.541911,26700000,0.08278213,5.25709365,6,4,
Fe,2,239.549425,94000000,7.9704921,13.1446413,8,10,
Fe,2,239.554557,70000000,7.6973256,12.871364,10,8,
Fe,2,239.562498,259000000,0.04770753,5.22157443,8,10,
Fe,2,239.610101,232000000,8.2340029,13.406842,14,14,
Fe,2,239.671917,21000000,3.19945278,8.3709578,10,12,
Fe,2,239.684025,3300000,8.307007,13.4782508,6,8,
Fe,2,239.701728,30000000,7.6951447,12.8660067,8,10,
Fe,2,239.726665,115000000,7.7269984,12.8973225,8,6,
Fe,2,239.782462,31000000,5.26187092,10.430992,2,2,
Fe,2,239.790027,1000000,3.88869686,9.0576548,4,6,
Fe,2,239.802876,3100000,7.6973256,12.8660067,10,10,
Fe,2,239.803537,5500000,7.9458259,13.1144927,6,8,
Fe,2,239.809986,900000,8.0725728,13.2411006,8,6,
Fe,2,239.854005,10000000,7.6265941,12.7941734,10,8,
Fe,2,239.864913,194000000,5.5107139,10.6780583,8,10,
Fe,2,239.903194,3200000,7.8803734,13.0468933,2,4,
Fe,2,239.908157,27000000,8.240429,13.406842,12,14,
Fe,2,239.908295,3400000,7.6042922,12.7707022,4,6,
Fe,2,239.915115,106000000,5.28894824,10.4552114,8,6,
Fe,2,239.924104,139000000,0.08278213,5.24885175,6,6,
Fe,2,239.92665,151000000,5.58476799,10.7507828,4,4,
Fe,2,239.942927,19000000,7.7269984,12.8926628,8,8,
Fe,2,239.95065,59000000,5.54876624,10.7142644,8,8,
Fe,2,239.964498,2100000,3.90341906,9.0686191,8,8,
Fe,2,239.979552,97000000,8.0725728,13.2374489,8,8,
Fe,2,239.985941,6600000,7.7066254,12.871364,10,8,
Fe,2,240.004984,460000000,7.7691291,12.9334579,12,14,
Fe,2,240.027817,14000000,2.80665448,7.9704921,10,8,
Fe,2,240.034394,81000000,3.26732671,8.4310228,10,10,
Fe,2,240.069547,18000000,8.307007,13.4699471,6,6,
Fe,2,240.129154,189000000,5.55260578,10.7142644,6,8,
Fe,2,240.13247,22000000,5.5891955,10.7507828,6,4,
Fe,2,240.170423,23000000,8.4310228,13.5917945,10,10,
Fe,2,240.189466,80000000,7.8686738,13.0290363,4,2,
Fe,2,240.208144,250000000,5.57055201,10.7305134,6,6,
Fe,2,240.210135,5000000,7.6951447,12.8550633,8,10,
Fe,2,240.224514,5000000,2.82812245,7.9877322,8,6,
Fe,2,240.22719,110000000,4.6155941,9.7751463,2,2,
Fe,2,240.233821,15000000,8.307007,13.4664169,6,6,
Fe,2,240.239312,25000000,8.0725728,13.2318648,8,10,
Fe,2,240.244612,58000000,5.22157443,10.3807526,10,10,
Fe,2,240.24963,19000000,7.8063198,12.9653902,4,4,
Fe,2,240.259935,2170000,0.35186476,5.5107139,6,8,
Fe,2,240.263254,81900000,5.28894824,10.4477261,8,8,
Fe,2,240.270985,136000000,7.8063198,12.9649317,4,6,
Fe,2,240.310032,5500000,7.8448498,13.0026236,6,8,
Fe,2,240.348773,11000000,7.7066254,12.8635679,10,12,
Fe,2,240.368695,1700000,7.8448498,13.0013649,6,4,
Fe,2,240.376283,25000000,5.25709365,10.413446,4,4,
Fe,2,240.3833,1800000,3.81430861,8.9705104,8,8,
Fe,2,240.39439,65000000,8.3408923,13.4968562,4,4,
Fe,2,240.397055,47000000,7.7233696,12.8792764,14,16,
Fe,2,240.406103,160000000,8.2477153,13.4034281,6,4,
Fe,2,240.443046,64400000,0.10695023,5.26187092,4,2,
Fe,2,240.454294,8000000,5.23672772,10.3914073,8,6,
Fe,2,240.48854,196000000,0.08278213,5.23672772,6,8,
Fe,2,240.499369,246000000,5.56875734,10.7224709,8,8,
Fe,2,240.502227,62000000,7.8448498,12.9985021,6,4,
Fe,2,240.5217,5400000,6.138076,11.2913111,4,6,
Fe,2,240.53114,6000000,7.8041909,12.9572238,8,6,
Fe,2,240.537963,2000000,8.1040544,13.2569411,12,10,
Fe,2,240.568265,211000000,5.58476799,10.7370057,4,6,
Fe,2,240.570682,1100000,7.8448498,12.9970358,6,6,
Fe,2,240.583154,16000000,5.57055201,10.7224709,6,8,
Fe,2,240.590171,4200000,7.7269984,12.878767,8,10,
Fe,2,240.599211,10000000,5.26187092,10.413446,2,4,
Fe,2,240.608942,2100000,2.54377802,7.6951447,6,8,
Fe,2,240.630556,3400000,7.8063198,12.9572238,4,6,
Fe,2,240.63917,4600000,7.9458259,13.0965456,6,6,
Fe,2,240.666098,161000000,0.10695023,5.25709365,4,4,
Fe,2,240.675456,33000000,8.307007,13.4569502,6,8,
Fe,2,240.697536,440000000,8.3709578,13.5204286,12,14,
Fe,2,240.699257,76000000,3.90341906,9.052853,8,8,
Fe,2,240.735307,54000000,7.8803734,13.0290363,2,2,
Fe,2,240.740896,16000000,7.6973256,12.845869,10,10,
Fe,2,240.775189,49000000,5.5891955,10.7370057,6,6,
Fe,2,240.793791,6800000,2.57958587,7.7269984,10,8,
Fe,2,240.864815,290000000,5.604888,10.7507828,2,4,
Fe,2,240.877437,316000000,7.9458259,13.0914511,6,8,
Fe,2,240.929612,54000000,8.2589171,13.4034281,4,4,
Fe,2,240.953516,239000000,7.9704921,13.1144927,8,8,
Fe,2,240.985883,374000000,7.9400585,13.0833683,8,10,
Fe,2,240.998525,17000000,7.8041909,12.9472309,8,6,
Fe,2,241.02123,35000000,5.24885175,10.3914073,6,6,
Fe,2,241.026938,76500000,5.23672772,10.3791615,8,8,
Fe,2,241.029945,1600000,2.82812245,7.9704921,8,8,
Fe,2,241.041091,3200000,3.81430861,8.9564405,8,6,
Fe,2,241.051889,155000000,0.10695023,5.24885175,4,6,
Fe,2,241.054375,71000000,7.7025932,12.8444417,4,6,
Fe,2,241.098328,87000000,7.8063198,12.9472309,4,6,
Fe,2,241.106724,237000000,0.12113874,5.26187092,2,2,
Fe,2,241.117574,5200000,2.70434897,7.8448498,4,6,
Fe,2,241.13177,5300000,7.7233696,12.8635679,14,12,
Fe,2,241.16775,57000000,6.8072583,11.9466897,8,8,
Fe,2,241.180768,430000000,7.9286411,13.0677952,10,12,
Fe,2,241.187611,13000000,7.7269984,12.8660067,8,10,
Fe,2,241.200755,16600000,5.36090398,10.4996322,6,8,
Fe,2,241.225996,33000000,7.7066254,12.844816,10,12,
Fe,2,241.243758,450000000,7.6530572,12.7908695,8,10,
Fe,2,241.331009,102000000,0.12113874,5.25709365,2,4,
Fe,2,241.349561,90000000,5.61522263,10.7507828,4,4,
Fe,2,241.367167,97000000,7.7725538,12.9077394,6,8,
Fe,2,241.399319,470000000,7.919655,13.0541566,12,14,
Fe,2,241.408161,11000000,5.25709365,10.3914073,4,6,
Fe,2,241.410281,1050000,2.63486052,7.7691291,14,12,
Fe,2,241.4218,55000000,6.80308,11.9371037,6,6,
Fe,2,241.421957,10000000,7.9400585,13.0740788,8,8,
Fe,2,241.450939,420000,2.80665448,7.9400585,10,8,
Fe,2,241.458428,2800000,7.7691291,12.902374,12,14,
Fe,2,241.506788,21000000,2.85551515,7.9877322,4,6,
Fe,2,241.536129,450000000,8.4310228,13.5626165,10,12,
Fe,2,241.59658,9000000,5.24885175,10.3791615,6,8,
Fe,2,241.608017,159000000,7.6530572,12.7831241,8,8,
Fe,2,241.619253,23000000,7.8686738,12.9985021,4,4,
Fe,2,241.64452,238000000,5.54876624,10.6780583,8,10,
Fe,2,241.655696,21000000,8.3408923,13.4699471,4,6,
Fe,2,241.658307,13000000,8.1279417,13.2569411,10,10,
Fe,2,241.671562,9000000,3.81430861,8.9430267,8,10,
Fe,2,241.704229,32000000,7.789812,12.917837,2,4,
Fe,2,241.714346,8000000,8.1040544,13.2318648,12,10,
Fe,2,241.720962,6300000,7.8448498,12.9725199,6,4,
Fe,2,241.750063,22000000,8.1926616,13.3197144,6,4,
Fe,2,241.76385,6600000,7.9877322,13.1144927,6,8,
Fe,2,241.782031,11000000,2.84411707,7.9704921,6,8,
Fe,2,241.787036,95000000,3.24468891,8.3709578,12,12,
Fe,2,241.810057,18000000,7.9286411,13.054422,10,8,
Fe,2,241.816728,2000000,2.58265947,7.708299,6,8,
Fe,2,241.822149,25000000,8.3408923,13.4664169,4,6,
Fe,2,241.831567,6600000,7.9400585,13.0653835,8,6,
Fe,2,241.843655,228000000,5.5891955,10.7142644,6,8,
Fe,2,241.857821,10000000,7.7725538,12.8973225,6,6,
Fe,2,241.866488,140000000,6.138076,11.2626611,4,2,
Fe,2,241.872539,7300000,3.9441623,9.0686191,6,8,
Fe,2,241.884163,2800000,8.1926616,13.3168722,6,6,
Fe,2,241.900365,112000000,7.9458259,13.0696934,6,6,
Fe,2,241.9892,2200000,2.80665448,7.9286411,10,10,
Fe,2,241.993137,20000000,7.7725538,12.8944571,6,8,
Fe,2,241.998818,162000000,5.61522263,10.7370057,4,6,
Fe,1,242.039567,105000,0.85899575,5.97991659,11,11,
Fe,2,242.10402,36000000,7.9458259,13.0653835,6,6,
Fe,2,242.104067,2500000,7.8686738,12.9882304,4,2,
Fe,2,242.181733,15000000,7.919655,13.0375699,12,10,
Fe,2,242.190025,700000,2.57958587,7.6973256,10,10,
Fe,2,242.194507,47000000,7.6530572,12.7707022,8,6,
Fe,2,242.222583,2700000,7.9286411,13.045693,10,8,
Fe,2,242.26505,9000000,7.8041909,12.920346,8,6,
Fe,2,242.268795,146000000,3.89161339,9.0076893,6,8,
Fe,2,242.278537,31000000,7.9286411,13.0445113,10,10,
Fe,2,242.293284,2900000,2.57958587,7.6951447,10,8,
Fe,2,242.321014,140000000,3.88869686,9.0036704,4,6,
Fe,2,242.349922,151000000,7.9400585,13.054422,8,8,
Fe,2,242.365905,4100000,7.8063198,12.920346,4,6,
Fe,2,242.391199,9000000,3.9441623,9.0576548,6,6,
Fe,2,242.414529,221000000,2.80665448,7.919655,10,12,
Fe,2,242.42042,30000000,7.9704921,13.0833683,8,10,
Fe,2,242.43896,16100000,2.58265947,7.6951447,6,8,
Fe,2,242.449697,290000,2.69193206,7.8041909,8,8,
Fe,2,242.459274,124000000,3.89161339,9.0036704,6,6,
Fe,2,242.465008,6600000,2.82812245,7.9400585,8,8,
Fe,2,242.477695,22000000,8.1452725,13.2569411,10,10,
Fe,2,242.536333,26000000,3.23045937,8.3408923,6,4,
Fe,2,242.563758,232000000,8.0381375,13.1479926,10,12,
Fe,2,242.568541,32000000,3.19725263,8.307007,4,6,
Fe,2,242.591104,4100000,2.54377802,7.6530572,6,8,
Fe,2,242.60774,150000000,7.9286411,13.0375699,10,10,
Fe,2,242.61934,65000000,8.1452725,13.2539571,10,8,
Fe,2,242.65701,1600000,7.9400585,13.0479501,8,6,
Fe,2,242.683926,11000000,7.9400585,13.0473836,8,6,
Fe,2,242.705457,111000000,5.82322475,10.9300968,6,4,
Fe,2,242.719984,199000000,7.919655,13.0262214,12,12,
Fe,2,242.72296,68000000,8.0381375,13.1446413,10,10,
Fe,2,242.728356,100000000,5.36090398,10.4672943,6,4,
Fe,2,242.750286,31000000,8.2137854,13.3197144,2,4,
Fe,2,242.78076,9000000,7.2693948,12.3746829,10,8,
Fe,2,242.796824,700000,7.9286411,13.0335915,10,8,
Fe,2,242.807546,700000,2.52186911,7.6265941,12,10,
Fe,2,242.82918,80000000,3.90341906,9.0076893,8,8,
Fe,2,242.836353,268000000,3.90341906,9.0075386,8,10,
Fe,2,242.845699,22000000,8.1279417,13.2318648,10,10,
Fe,2,242.855416,43000000,7.9877322,13.0914511,6,8,
Fe,2,242.861705,600000,7.9704921,13.0740788,8,8,
Fe,2,242.879983,138000000,3.88869686,8.9918996,4,4,
Fe,2,242.89684,110000000,5.25709365,10.3599422,4,2,
Fe,2,242.903576,123000000,3.8891925,8.9918996,2,4,
Fe,2,242.915384,175000000,5.28894824,10.3914073,8,6,
Fe,2,242.938632,69000000,2.70434897,7.8063198,4,4,
Fe,2,242.951107,7500000,2.84411707,7.9458259,6,6,
Fe,2,242.958304,4100000,7.9458259,13.0473836,6,6,
Fe,2,242.98481,151000000,7.2736817,12.3746829,8,8,
Fe,2,242.986156,54000000,8.1308918,13.2318648,12,10,
Fe,2,243.007804,191000000,2.82812245,7.9286411,8,10,
Fe,2,243.043686,4900000,8.3709578,13.4707235,12,14,
Fe,2,243.046541,1200000,6.138076,11.2377818,4,6,
Fe,2,243.08385,39000000,7.2693948,12.3683178,10,10,
Fe,2,243.088058,90000000,5.24885175,10.3476866,6,4,
Fe,2,243.099808,107000000,6.138076,11.2366645,4,4,
Fe,2,243.12447,68000000,5.26187092,10.3599422,2,2,
Fe,2,243.147888,4500000,7.9286411,13.0262214,10,12,
Fe,2,243.151176,1500000,7.9400585,13.0375699,8,10,
Fe,2,243.182835,73000000,7.6973256,12.7941734,10,8,
Fe,2,243.19588,2000000,7.6951447,12.7917192,8,6,
Fe,2,243.203199,80000000,8.307007,13.4034281,6,4,
Fe,2,243.22609,157000000,2.84411707,7.9400585,6,8,
Fe,2,243.236434,25000000,7.6951447,12.7908695,8,10,
Fe,2,243.241814,17000000,8.0725728,13.1681849,8,6,
Fe,2,243.270008,8000000,4.07605998,9.1710815,14,12,
Fe,2,243.279121,9000000,3.96737644,9.0622072,8,10,
Fe,2,243.287285,286000000,4.07605998,9.1707197,14,14,
Fe,2,243.304112,41000000,5.36090398,10.4552114,6,6,
Fe,2,243.343525,44000000,4.7317602,9.8252426,6,4,
Fe,2,243.349859,13000000,2.67577925,7.7691291,10,12,
Fe,2,243.358123,66000000,4.7317602,9.8249371,6,4,
Fe,2,243.375649,1300000,7.6530572,12.7458673,8,6,
Fe,2,243.405875,72000000,5.23672772,10.3289055,8,6,
Fe,2,243.405937,58000000,8.1452725,13.2374489,10,8,
Fe,2,243.423727,201000000,5.28894824,10.3807526,8,10,
Fe,2,243.46206,25000000,7.8063198,12.8973225,4,6,
Fe,2,243.46493,260000000,3.8891925,8.9801352,2,2,
Fe,2,243.4729,279000000,4.0803055,9.1710815,12,12,
Fe,2,243.481658,36000000,5.25709365,10.3476866,4,4,
Fe,2,243.48775,10000000,7.6284514,12.718917,14,12,
Fe,2,243.490205,11000000,4.0803055,9.1707197,12,14,
Fe,2,243.495157,139000000,2.85551515,7.9458259,4,6,
Fe,2,243.499822,202000000,5.28894824,10.3791615,8,8,
Fe,2,243.499955,1800000,2.7784633,7.8686738,2,4,
Fe,2,243.540624,1700000,5.5107139,10.6000744,8,6,
Fe,2,243.560709,900000,7.9286411,13.0175819,10,8,
Fe,2,243.581377,1000000,2.63486052,7.7233696,14,14,
Fe,2,243.60674,1600000,7.6951447,12.7831241,8,8,
Fe,2,243.621988,7000000,3.15276806,8.240429,12,12,
Fe,2,243.641759,14000000,4.7379945,9.8252426,4,4,
Fe,2,243.656392,20000000,4.7379945,9.8249371,4,4,
Fe,2,243.662163,270000000,5.36090398,10.4477261,6,8,
Fe,2,243.673171,14000000,8.1452725,13.2318648,10,10,
Fe,2,243.69969,66000000,5.22157443,10.3076133,10,8,
Fe,2,243.6999,220000000,7.2693948,12.3554292,10,10,
Fe,2,243.710385,32000000,5.26187092,10.3476866,2,4,
Fe,2,243.716238,17000000,3.22131344,8.307007,8,6,
Fe,2,243.720356,288000000,5.82322475,10.9088324,6,6,
Fe,2,243.727286,20000000,2.70434897,7.789812,4,2,
Fe,2,243.73337,20000000,5.5107139,10.59605,8,8,
Fe,2,243.748679,9000000,7.8803734,12.9653902,2,4,
Fe,2,243.765196,49000000,5.20337749,10.2880497,12,10,
Fe,2,243.785725,6300000,7.7066254,12.7908695,10,10,
Fe,2,243.800791,3700000,7.9704921,13.054422,8,8,
Fe,2,243.80592,13000000,7.2693948,12.3532177,10,8,
Fe,1,243.818221,7090000,0.85899575,5.94256226,11,9,
Fe,2,243.851963,4000000,6.22559822,11.3084614,6,4,
Fe,2,243.860356,1000000,6.2086229,11.2913111,4,6,
Fe,2,243.866002,1300000,7.708299,12.7908695,8,10,
Fe,2,243.9055,16000000,7.2736817,12.3554292,8,10,
Fe,2,243.930113,225000000,3.15276806,8.2340029,12,14,
Fe,2,243.944519,1200000,4.76830747,9.8492422,10,8,
Fe,2,243.94612,2300000,7.11806748,12.1989689,6,8,
Fe,1,243.974488,346000000,2.40407444,7.4843851,13,13,
Fe,2,243.986829,38000000,5.24885175,10.3289055,6,6,
Fe,2,244.0424,118000000,3.89161339,8.9705104,6,8,
Fe,2,244.04432,144000000,8.6301144,13.7089715,8,8,
Fe,2,244.058596,265000000,8.6355591,13.7141191,6,6,
Fe,2,244.089854,6300000,7.6973256,12.7752353,10,8,
Fe,2,244.111569,2100000,7.9704921,13.0479501,8,6,
Fe,2,244.112927,89500000,5.48413599,10.5615658,10,10,
Fe,2,244.14061,5400000,8.3709578,13.4478119,12,14,
Fe,2,244.15535,4500000,3.23045937,8.307007,6,6,
Fe,2,244.161659,2000000,5.55260578,10.6290223,6,4,
Fe,2,244.164606,37000000,8.0381375,13.1144927,10,8,
Fe,2,244.213245,75000000,8.1744466,13.2497908,8,6,
Fe,2,244.220142,13000000,7.9704921,13.045693,8,8,
Fe,2,244.237572,275000000,8.0381375,13.1129762,10,12,
Fe,1,244.256819,312000000,2.4326947,7.5071336,11,11,
Fe,2,244.258937,3500000,6.2169162,11.2913111,6,6,
Fe,2,244.269788,4600000,5.54876624,10.6229357,8,6,
Fe,2,244.306241,51000000,8.6355591,13.7089715,6,8,
Fe,2,244.370981,144000000,8.0725728,13.1446413,8,10,
Fe,2,244.374321,4000000,8.2477153,13.3197144,6,4,
Fe,2,244.383347,28000000,5.25709365,10.3289055,4,6,
Fe,1,244.387166,5890000,0.85899575,5.93072834,11,11,
Fe,2,244.392352,16000000,6.2169162,11.2885412,6,4,
Fe,2,244.427989,49000000,5.23672772,10.3076133,8,8,
Fe,2,244.45151,278000000,2.58265947,7.6530572,6,8,
Fe,2,244.454777,19000000,5.55260578,10.6229357,6,6,
Fe,2,244.472557,6500000,7.9877322,13.0576934,6,4,
Fe,2,244.489664,27000000,7.919655,12.9892615,12,12,
Fe,2,244.510594,203000000,5.20337749,10.2725501,12,12,
Fe,2,244.511349,44000000,8.2477153,13.3168722,6,6,
Fe,1,244.521265,1180000,0.85899575,5.92794713,11,9,
Fe,2,244.557287,207000000,2.70434897,7.7725538,4,6,
Fe,2,244.579546,123000000,3.88869686,8.9564405,4,6,
Fe,2,244.594523,17000000,8.3709578,13.4383911,12,12,
Fe,2,244.611029,106000000,3.90341906,8.9705104,8,8,
Fe,2,244.622038,1700000,3.19945278,8.2663161,10,8,
Fe,2,244.632143,26000000,8.1744466,13.2411006,8,6,
Fe,2,244.640777,100000000,5.22157443,10.2880497,10,10,
Fe,2,244.645117,3200000,7.9877322,13.0541176,6,4,
Fe,2,244.647114,30000000,2.65702556,7.7233696,12,14,
Fe,2,244.677597,7100000,6.22559822,11.2913111,6,6,
Fe,2,244.720395,115000000,3.89161339,8.9564405,6,6,
Fe,2,244.732687,260000000,3.88869686,8.9532696,4,2,
Fe,2,244.756641,7000000,3.8891925,8.9532696,2,2,
Fe,1,244.770917,3300000,0,5.06378173,9,7,
Fe,2,244.775478,197000000,4.0803055,9.1439928,12,10,
Fe,2,244.803904,12000000,7.9704921,13.0335915,8,8,
Fe,2,244.808598,3600000,8.1744466,13.2374489,8,8,
Fe,2,244.81147,80000000,6.22559822,11.2885412,6,4,
Fe,2,244.831161,13000000,8.3408923,13.4034281,4,4,
Fe,2,244.873309,2000000,3.19725263,8.2589171,4,4,
Fe,2,244.915272,35000000,8.2589171,13.3197144,4,4,
Fe,2,244.918141,1500000,2.64185518,7.7025932,4,4,
Fe,2,244.943316,8000000,7.9877322,13.0479501,6,6,
Fe,2,244.970743,38000000,7.9877322,13.0473836,6,6,
Fe,2,244.996514,124000000,3.88869686,8.9478161,4,4,
Fe,2,245.003184,250000000,5.40831276,10.4672943,4,4,
Fe,2,245.013838,23000000,5.24885175,10.3076133,6,8,
